"1"  , "chucho.palau1@ejemplo.com"            , "hash_falso_12345", "Chucho"        , "Palau"     , "+34616583885", "rider" , "1", "2025-11-06 05:18:37"
"2"  , "águeda.maldonado2@ejemplo.com"        , "hash_falso_12345", "Águeda"        , "Maldonado" , "+34634009080", "rider" , "1", "2026-04-05 05:26:47"
"3"  , "viviana.bou3@ejemplo.com"             , "hash_falso_12345", "Viviana"       , "Bou"       , "+34669368867", "rider" , "1", "2025-10-03 14:59:38"
"4"  , "selena.gibert4@ejemplo.com"           , "hash_falso_12345", "Selena"        , "Gibert"    , "+34679809605", "rider" , "1", "2025-06-09 10:40:15"
"5"  , "gabriel.ripoll5@ejemplo.com"          , "hash_falso_12345", "Gabriel"       , "Ripoll"    , "+34665512515", "rider" , "1", "2025-05-12 19:32:55"
"6"  , "josep.ruiz6@ejemplo.com"              , "hash_falso_12345", "Josep"         , "Ruiz"      , "+34630098516", "rider" , "0", "2025-05-09 23:05:11"
"7"  , "dominga.vallés7@ejemplo.com"          , "hash_falso_12345", "Dominga"       , "Vallés"    , "+34624609467", "rider" , "1", "2026-03-03 10:42:53"
"8"  , "maría.elías8@ejemplo.com"             , "hash_falso_12345", "María"         , "Elías"     , "+34674475018", "rider" , "1", "2025-08-01 15:56:41"
"9"  , "pacífica.quirós9@ejemplo.com"         , "hash_falso_12345", "Pacífica"      , "Quirós"    , "+34682241500", "rider" , "1", "2026-02-01 14:14:54"
"10" , "bienvenida.doménech10@ejemplo.com"    , "hash_falso_12345", "Bienvenida"    , "Doménech"  , "+34648301622", "rider" , "1", "2026-03-08 07:49:21"
"11" , "julio.canet11@ejemplo.com"            , "hash_falso_12345", "Julio"         , "Canet"     , "+34696522573", "rider" , "1", "2026-03-13 05:03:27"
"12" , "gregorio.cobos12@ejemplo.com"         , "hash_falso_12345", "Gregorio"      , "Cobos"     , "+34651581891", "rider" , "1", "2026-04-14 13:52:16"
"13" , "candela.alcalde13@ejemplo.com"        , "hash_falso_12345", "Candela"       , "Alcalde"   , "+34681039321", "rider" , "0", "2026-03-25 03:58:35"
"14" , "cristina.tenorio14@ejemplo.com"       , "hash_falso_12345", "Cristina"      , "Tenorio"   , "+34621316301", "rider" , "0", "2025-07-14 19:36:49"
"15" , "eleuterio.calatayud15@ejemplo.com"    , "hash_falso_12345", "Eleuterio"     , "Calatayud" , "+34636767944", "rider" , "0", "2025-10-19 01:14:45"
"16" , "roque.heras16@ejemplo.com"            , "hash_falso_12345", "Roque"         , "Heras"     , "+34672846261", "rider" , "0", "2025-10-21 09:37:40"
"17" , "fermín.vaquero17@ejemplo.com"         , "hash_falso_12345", "Fermín"        , "Vaquero"   , "+34675911116", "rider" , "0", "2025-09-24 19:01:54"
"18" , "lucila.alberdi18@ejemplo.com"         , "hash_falso_12345", "Lucila"        , "Alberdi"   , "+34675753599", "rider" , "1", "2026-03-12 13:58:06"
"19" , "soledad.cisneros19@ejemplo.com"       , "hash_falso_12345", "Soledad"       , "Cisneros"  , "+34662291094", "rider" , "1", "2025-07-06 17:49:39"
"20" , "águeda.mate20@ejemplo.com"            , "hash_falso_12345", "Águeda"        , "Mate"      , "+34616363063", "rider" , "0", "2025-09-02 16:25:01"
"21" , "dalila.olivera21@ejemplo.com"         , "hash_falso_12345", "Dalila"        , "Olivera"   , "+34645683224", "rider" , "1", "2026-01-26 03:19:00"
"22" , "herminia.niño22@ejemplo.com"          , "hash_falso_12345", "Herminia"      , "Niño"      , "+34646569485", "rider" , "1", "2026-01-13 16:13:11"
"23" , "mohamed.losa23@ejemplo.com"           , "hash_falso_12345", "Mohamed"       , "Losa"      , "+34669294848", "rider" , "0", "2025-10-07 08:24:57"
"24" , "duilio.lloret24@ejemplo.com"          , "hash_falso_12345", "Duilio"        , "Lloret"    , "+34665970555", "rider" , "1", "2025-08-04 05:43:03"
"25" , "emiliana.villa25@ejemplo.com"         , "hash_falso_12345", "Emiliana"      , "Villa"     , "+34636138333", "rider" , "1", "2025-05-12 15:26:53"
"26" , "bautista.romero26@ejemplo.com"        , "hash_falso_12345", "Bautista"      , "Romero"    , "+34654622251", "rider" , "1", "2025-08-31 01:30:43"
"27" , "lucila.verdú27@ejemplo.com"           , "hash_falso_12345", "Lucila"        , "Verdú"     , "+34633570997", "rider" , "1", "2025-07-26 11:04:33"
"28" , "natalio.tomás28@ejemplo.com"          , "hash_falso_12345", "Natalio"       , "Tomás"     , "+34656100987", "rider" , "1", "2025-09-10 00:28:20"
"29" , "estela.villar29@ejemplo.com"          , "hash_falso_12345", "Estela"        , "Villar"    , "+34657972501", "rider" , "0", "2025-05-19 13:55:26"
"30" , "pelayo.santana30@ejemplo.com"         , "hash_falso_12345", "Pelayo"        , "Santana"   , "+34606793701", "rider" , "0", "2026-02-10 08:59:45"
"31" , "abigaíl.maza31@ejemplo.com"           , "hash_falso_12345", "Abigaíl"       , "Maza"      , "+34634231361", "rider" , "1", "2025-10-13 02:55:16"
"32" , "chus.costa32@ejemplo.com"             , "hash_falso_12345", "Chus"          , "Costa"     , "+34628173538", "rider" , "1", "2025-05-24 22:18:47"
"33" , "corona.moraleda33@ejemplo.com"        , "hash_falso_12345", "Corona"        , "Moraleda"  , "+34630934624", "rider" , "1", "2026-03-22 04:25:52"
"34" , "chema.huertas34@ejemplo.com"          , "hash_falso_12345", "Chema"         , "Huertas"   , "+34687633806", "rider" , "1", "2025-04-27 18:20:00"
"35" , "pío.gallart35@ejemplo.com"            , "hash_falso_12345", "Pío"           , "Gallart"   , "+34651765911", "rider" , "0", "2025-08-24 11:51:59"
"36" , "felisa.jaén36@ejemplo.com"            , "hash_falso_12345", "Felisa"        , "Jaén"      , "+34607518216", "rider" , "1", "2025-05-22 13:40:57"
"37" , "jovita.mendoza37@ejemplo.com"         , "hash_falso_12345", "Jovita"        , "Mendoza"   , "+34643823762", "rider" , "0", "2025-08-21 23:34:17"
"38" , "candelas.guzmán38@ejemplo.com"        , "hash_falso_12345", "Candelas"      , "Guzmán"    , "+34626184805", "rider" , "1", "2025-09-05 00:33:43"
"39" , "faustino.amorós39@ejemplo.com"        , "hash_falso_12345", "Faustino"      , "Amorós"    , "+34610436401", "rider" , "1", "2026-01-21 02:57:49"
"40" , "loreto.maza40@ejemplo.com"            , "hash_falso_12345", "Loreto"        , "Maza"      , "+34671518907", "rider" , "1", "2025-09-25 00:49:18"
"41" , "evaristo.barba41@ejemplo.com"         , "hash_falso_12345", "Evaristo"      , "Barba"     , "+34666542970", "rider" , "1", "2025-04-29 06:14:50"
